ID	Rotatable bond count	logP	Polar surface area	acceptorcount	donorcount	Mass
58110238	5	3.82	39.26	2	2	334.463
5812655	3	2.59	55.98	3	1	316.44
5814586	2	1.68	30.93	4	0	249.310
5814598	2	1.78	74.68	4	1	305.71
5814645	1	1.86	50.27	3	0	290.322
58176071	7	4.74	18.95	4	0	385.596
58216683	5	4.13	45.23	3	1	409.52
58220611	4	4.47	41.29	3	1	365.452
58227991	8	4.36	48.72	3	1	437.628
58233971	6	4.90	58.12	4	1	434.97
5823862	4	3.45	32.78	3	0	389.293
58248446	6	5.71	30.29	3	0	413.56
58251451	6	4.61	38.13	3	0	391.53
58267663	6	4.09	51.64	3	0	380.488
58270798	6	3.73	55.57	3	0	382.383
58274715	5	2.42	39.85	3	1	334.84
58280499	6	4.07	19.62	2	0	352.92
5829248	4	3.67	32.78	3	0	360.457
58309658	4	2.62	80.12	4	1	385.443
58378407	5	4.64	47.67	3	1	405.453
5838888	1	0.48	82.13	5	2	337.80
58393102	5	4.15	45.23	3	1	389.474
58396784	8	3.48	59.39	4	1	418.541
58412190	5	2.19	50.70	4	1	264.32
58424560	4	4.65	9.72	3	0	381.487
5846790	2	4.18	48.14	2	1	349.61
5849268	2	2.18	49.57	3	1	281.359
5850825	2	3.84	37.38	2	0	281.41
58528372	8	3.89	58.22	3	1	395.426
58530695	10	4.47	56.59	4	0	433.552
58607607	8	3.20	70.67	4	2	443.547
58626540	5	4.31	33.20	3	0	336.479
58634696	10	4.23	48.00	4	0	397.515
58639376	10	4.71	24.94	4	0	422.613
58642689	5	4.34	47.73	4	0	432.443
58663214	8	2.60	64.43	5	0	435.63
58665491	3	3.12	46.34	2	0	324.355
58675391	7	3.96	38.50	3	0	382.427
58751327	5	4.21	34.47	3	0	380.463
58752666	7	4.39	47.73	4	0	392.499
5877996	5	4.69	6.48	2	0	425.31
58799735	8	4.96	58.22	3	1	403.526
58801771	8	4.11	41.93	4	1	383.532
58806376	7	3.13	68.04	5	0	435.524
5881869	5	4.88	6.48	2	0	391.37
5882779	8	4.71	39.10	5	0	473.617
58841284	8	4.65	15.71	3	0	396.550
58894815	6	4.51	29.54	3	0	373.49
58919357	6	5.36	55.63	4	1	437.522
5895446	1	3.02	72.18	3	1	294.33
58955637	5	3.28	50.52	4	1	367.424
58979009	5	2.58	72.18	4	1	403.38
58980666	8	2.74	63.05	4	1	369.513
58987968	4	3.98	42.84	5	1	443.01
59087869	7	5.12	50.08	3	2	399.538
59098018	7	4.77	41.29	3	1	367.468
59127184	4	4.09	32.51	3	0	375.464
5918843	7	3.93	94.45	5	0	356.382
5924075	4	4.00	64.68	3	1	337.148
5927113	2	2.78	41.99	2	1	324.121
5927717	6	4.25	47.28	3	1	422.266
59296236	6	4.41	29.54	2	0	335.87
59299373	8	3.86	32.70	3	1	339.479
59300521	5	4.42	47.73	4	0	386.88
5931017	4	3.47	51.45	4	1	417.33
5931792	3	4.49	45.15	3	2	349.25
5931863	4	3.67	58.64	3	1	358.43
5931959	3	3.40	58.04	4	2	384.31
5933357	4	3.98	51.45	4	1	431.35
5934457	4	3.80	54.02	3	2	396.32
59345995	4	4.32	38.50	3	0	366.505
5935020	4	4.07	41.05	4	1	377.30
5937705	4	3.49	30.19	2	0	263.38
59411020	8	4.13	24.30	3	0	403.01
59418510	12	3.44	37.83	5	0	409.574
5943939	2	4.47	66.40	3	2	370.26
59451001	8	3.86	39.60	4	1	395.57
59454528	5	5.18	40.71	2	2	323.415
59497432	3	3.55	58.29	5	0	375.476
59509890	4	4.23	33.20	3	0	356.469
59525765	6	5.34	38.88	3	0	399.542
5953146	3	4.94	23.55	2	0	382.93
59550847	5	4.00	15.71	3	0	328.500
5958414	6	5.05	6.48	2	0	418.92
5958725	4	2.98	70.08	4	1	368.83
59588188	7	5.21	62.39	4	1	377.488
59638088	8	4.93	60.81	3	1	441.510
5966256	5	3.96	34.89	2	0	308.40
59668638	9	4.85	24.94	4	0	434.98
5968248	7	3.53	24.94	4	0	340.467
5968977	6	4.67	24.94	4	0	394.559
59735756	4	4.76	50.08	5	0	418.93
59739062	3	3.27	40.85	3	0	388.91
59742476	4	4.49	48.05	4	1	383.499
59796524	5	4.36	48.99	3	1	361.489
59810612	7	4.18	41.37	3	0	420.532
59843037	5	3.82	55.57	3	0	378.472
59880758	10	4.46	24.94	4	0	396.575
5988312	5	5.05	6.48	2	0	328.88
5989068	4	4.26	122.76	5	1	431.404
5990697	6	4.73	6.48	2	0	308.469
59907258	8	3.74	40.85	3	0	404.96
5991205	8	4.51	34.17	5	0	514.619
5994703	4	2.81	71.78	3	1	342.37
59986939	5	3.02	46.61	3	0	355.409
6000087	1	1.83	46.32	4	0	267.336
6000204	1	1.54	46.32	4	0	253.309
60029424	6	4.10	50.97	5	0	407.514
6005917	2	3.99	52.05	2	1	252.317
60083715	5	4.83	46.09	4	0	403.54
6014409	3	3.21	55.40	3	1	348.26
60168024	7	4.65	32.78	4	0	422.544
60185705	8	4.44	15.71	3	0	370.512
60193896	8	4.40	15.71	3	0	370.512
60221467	10	4.36	42.01	4	0	410.558
60253082	5	4.55	36.44	3	0	449.54
60276238	4	4.43	45.40	4	0	368.87
60302010	4	4.36	28.18	5	0	413.95
6030373	4	3.20	42.24	1	1	263.72
60312659	4	4.27	33.20	3	0	364.87
6033473	6	3.91	6.48	2	0	310.485
60344633	7	4.34	42.16	3	0	331.84
60347740	5	3.16	39.26	4	0	414.594
60353526	7	3.82	39.60	4	1	411.54
6037352	3	4.24	29.43	2	0	297.42
6039126	1	2.67	85.06	4	2	269.348
6039856	2	1.95	68.54	3	1	269.256
60409836	6	3.85	60.60	3	2	343.434
6041075	4	3.94	23.55	2	0	326.415
60428722	5	3.89	23.55	3	0	380.507
6045506	3	2.01	57.53	2	0	233.223
6045606	3	5.41	3.24	1	0	359.98
60468657	7	1.77	59.93	5	1	276.315
60472477	8	3.05	56.17	5	2	404.94
6049524	2	2.20	56.46	3	0	257.31
6051520	1	3.28	52.05	2	1	289.132
6053004	3	4.23	58.97	3	0	349.17
6053697	9	4.56	128.00	7	2	456.47
6054252	3	3.63	58.97	3	0	314.73
60583265	8	3.90	35.94	4	1	400.58
6060361	3	3.16	58.97	3	0	298.273
6062225	3	3.79	58.97	3	0	359.179
60623196	5	4.12	42.43	4	0	394.90
60627692	7	4.36	54.46	3	1	415.537
6062900	3	3.16	58.97	3	0	298.273
60635120	5	4.13	46.34	3	0	364.420
60638369	6	3.85	72.70	4	1	403.50
6068389	2	3.91	52.90	3	1	359.223
60696118	7	5.03	32.34	2	1	430.515
60762643	3	4.55	23.55	2	0	374.93
6077310	3	4.91	73.13	4	2	429.193
60775620	5	4.43	9.72	3	0	349.522
60793962	6	3.94	45.23	3	1	399.538
6079561	7	3.96	34.39	2	1	297.398
60843440	5	4.09	58.64	3	1	404.510
6086489	6	1.09	38.27	2	1	480.390
60879342	11	4.50	44.73	4	2	436.519
6088083	8	2.89	83.14	5	1	328.368
60902179	5	4.91	29.27	2	0	320.436
6090936	8	3.14	83.14	5	1	393.237
60911419	5	3.73	58.53	3	2	363.509
60939928	9	4.43	42.43	3	0	386.55
6097675	5	3.10	47.28	3	1	302.76
6098542	5	3.26	55.40	3	1	325.81
60990370	8	3.86	54.63	5	0	420.557
60997362	6	3.93	80.91	4	1	378.476
61009003	8	4.39	24.94	4	0	420.597
61026750	5	4.70	45.40	4	0	406.505
6103231	2	5.77	37.38	2	0	465.64
61034973	9	3.33	70.67	4	2	415.578
61078614	7	4.50	40.54	3	1	381.90
6107941	9	3.60	86.33	6	1	488.57
6112797	5	3.88	38.33	2	1	221.300
61135117	6	4.11	69.85	6	0	451.91
61139877	6	4.51	55.57	3	0	390.483
61220080	5	4.23	45.23	3	1	389.474
6126427	3	3.17	89.31	4	1	357.18
6127032	4	3.54	89.75	5	0	352.225
6127796	3	2.62	59.67	2	1	220.224
61283949	6	4.81	42.12	4	0	440.595
6128409	3	2.11	66.48	3	1	316.264
6128846	3	2.70	43.86	3	0	440.37
61321836	6	4.26	61.45	4	1	387.439
6132595	1	2.74	55.12	2	2	261.12
61344506	7	3.30	44.53	4	1	396.55
61360409	7	4.93	38.88	3	0	391.563
61375060	5	4.43	49.77	4	1	375.468
6137769	4	1.65	59.75	2	0	283.32
61388651	8	3.94	67.60	4	1	441.479
61391578	4	3.52	29.95	4	1	375.532
6139978	3	2.57	48.67	3	0	242.230
61402048	5	4.98	45.23	3	1	439.534
6141484	3	4.16	66.69	4	0	380.23
61430231	5	4.62	36.10	2	1	364.51
61493517	5	3.44	73.51	6	0	422.87
6149508	7	2.87	95.22	6	2	346.82
61498863	8	4.02	39.60	4	1	407.58
6150481	4	3.91	69.67	3	0	356.76
6150781	3	4.40	46.40	2	1	327.387
61532648	7	4.64	30.29	3	0	353.441
61562819	5	4.86	42.16	3	0	409.533
61567145	5	4.85	29.85	2	1	361.82
61578623	8	3.93	41.93	4	1	369.505
61633647	8	4.64	22.61	4	0	407.02
61638706	12	4.67	59.00	4	1	425.569
61652237	7	4.59	6.48	2	0	344.518
6165777	3	2.56	85.13	4	1	322.118
61706027	5	4.47	41.29	3	1	379.479
61707083	4	3.63	48.64	5	0	395.482
61763261	4	4.18	75.02	3	1	392.503
61776730	6	3.38	64.28	5	0	384.86
61777007	11	3.09	53.96	5	2	388.552
61831721	6	3.39	43.70	3	2	359.89
61844380	4	3.19	26.71	3	1	344.52
61862203	4	3.14	52.57	5	0	425.47
61869855	7	4.55	19.37	3	0	399.530
61992137	10	3.74	28.60	4	0	421.508
6200809	6	4.02	48.31	4	1	359.429
62040669	9	4.18	41.93	4	1	391.459
62076230	9	4.01	38.77	3	0	367.91
62080442	7	5.25	23.55	2	0	438.92
62089411	7	3.97	51.39	4	0	431.459
62089498	8	4.50	56.32	4	0	430.552
62109519	6	4.24	71.01	5	1	433.57
62123416	6	4.53	29.27	2	0	342.390
62127300	8	3.32	78.32	4	2	450.546
62135792	4	4.09	38.13	3	0	367.88
6215693	7	3.84	55.40	2	1	303.38
62160596	7	4.64	23.55	2	0	420.93
62165238	8	3.59	77.27	6	0	451.523
62174175	6	4.41	63.86	6	0	450.56
62176384	6	3.52	54.38	6	0	379.439
62179579	7	3.40	26.71	3	1	348.92
62223044	5	3.81	32.78	4	0	394.559
62229016	8	4.88	42.43	3	0	414.97
62252122	7	3.30	26.71	3	1	308.510
6225736	3	2.57	46.61	2	0	293.36
62283979	4	4.88	53.94	5	1	381.52
62287941	4	3.47	19.37	3	0	371.476
62323261	7	3.36	26.71	3	1	348.490
6232382	4	3.92	38.33	2	1	311.80
62342414	5	3.85	58.22	4	1	401.87
62345076	6	4.74	45.48	2	1	396.92
62386530	8	4.54	15.71	3	0	388.503
6239123	3	3.65	62.66	5	1	420.53
6239307	2	1.95	80.52	4	0	297.064
6240365	3	2.81	59.67	2	1	234.251
6240537	3	4.38	47.56	3	1	412.283
6240584	4	4.23	78.43	3	3	457.247
62412798	7	3.73	26.71	3	1	348.575
62480267	6	4.12	41.74	4	0	431.580
62481515	5	1.96	69.16	6	1	300.362
62529570	5	4.70	52.57	3	2	404.485
62555796	3	3.33	49.58	3	0	363.461
62561663	8	5.09	47.36	3	0	417.553
62580587	5	4.69	55.05	4	0	364.83
62615170	5	4.98	47.67	3	1	419.480
6262731	2	4.27	52.60	2	0	286.30
62629112	7	4.13	49.58	3	0	403.526
62644391	6	4.50	55.57	3	0	394.446
62676637	6	4.68	49.41	3	1	436.55
62700954	7	3.97	52.49	5	1	420.532
62888214	4	4.34	39.93	3	0	433.527
62914606	4	4.23	33.20	3	0	356.469
62928363	4	4.13	38.77	4	0	357.83
6295971	3	4.89	52.60	2	0	306.317
62996266	6	2.44	46.94	4	2	362.421
63011623	7	4.74	32.26	4	0	398.54
63024365	9	4.24	24.94	4	0	400.538
63041174	2	3.80	41.91	4	0	306.344
63045717	3	3.77	38.50	3	0	336.435
63046021	6	3.65	55.05	4	0	328.80
63051930	8	4.35	48.00	5	0	405.442
63078394	4	4.06	47.73	4	0	398.89
63172438	6	4.97	41.57	3	1	412.96
63248393	4	4.24	59.23	4	0	371.440
63286125	5	3.80	22.61	4	0	404.481
63290854	4	3.49	48.64	5	0	377.492
6331186	3	4.52	80.05	3	2	394.47
63317532	4	3.74	40.54	3	1	345.442
63360525	10	4.75	24.94	4	0	408.586
6336975	3	5.54	43.60	3	0	319.19
63441873	9	2.45	67.87	4	1	402.535
6346833	4	3.82	29.54	3	0	263.36
63478241	6	3.24	58.73	4	1	396.462
63511759	7	4.01	42.43	3	0	372.89
63526466	9	4.41	54.56	3	1	406.526
63558005	4	4.93	32.51	3	0	387.93
63558783	6	4.12	47.73	4	0	392.499
6356628	1	3.85	36.02	1	2	223.275
63568270	6	4.16	51.02	4	0	392.52
63616709	6	4.41	83.81	3	2	408.461
63622833	7	5.10	42.74	3	1	412.91
63625479	4	2.62	76.35	3	1	415.493
63662796	7	3.61	80.93	4	2	403.86
63669935	9	4.52	50.80	4	1	442.62
6373017	2	4.95	69.56	3	3	365.81
63738115	4	4.16	49.74	3	1	405.505
63857884	6	4.61	36.61	2	1	403.445
63862076	4	4.42	36.10	2	1	338.47
63875321	8	3.97	77.69	5	0	409.486
63889455	6	4.85	41.29	3	1	409.96
6389350	2	4.61	63.57	4	0	351.85
63902387	7	3.59	26.71	3	1	330.516
63902966	5	4.07	48.99	3	1	363.436
63914574	5	4.52	45.23	3	1	385.511
63941780	6	3.20	64.80	4	0	358.438
63955582	9	4.30	42.43	3	0	366.505
6398573	5	4.92	36.28	3	0	344.414
6400038	4	2.53	101.34	4	2	343.36
64072012	4	5.24	42.74	3	1	392.506
64075315	9	3.98	59.00	4	1	397.515
64154770	9	3.71	64.55	5	0	417.93
64165605	5	4.47	36.36	3	1	386.94
6421731	4	3.94	52.90	3	1	294.354
64243858	7	4.84	56.32	4	0	416.525
64281013	7	3.86	59.98	4	0	379.387
64289160	4	3.95	46.34	2	0	342.82
64302108	6	4.66	32.26	4	0	392.591
6431310	7	0.64	108.44	6	0	401.371
6432973	3	5.42	66.40	3	2	315.39
6433362	7	1.68	99.21	5	0	439.343
6434116	8	1.41	125.51	6	0	463.82
6435401	1	4.82	46.53	3	1	356.300
64396308	8	4.24	38.50	3	0	394.438
64415932	7	3.77	26.79	3	0	406.01
64437011	7	5.52	30.29	3	0	407.51
64471235	6	4.19	36.61	2	1	347.88
64496440	6	3.48	82.18	4	1	388.85
6460366	7	3.66	36.92	4	0	288.343
64634683	3	3.91	59.81	3	1	386.430
64638280	6	4.26	47.36	4	0	419.569
64661479	7	3.23	52.74	4	1	433.52
64662693	5	4.75	49.74	3	1	383.92
6469297	3	3.46	37.38	2	0	296.21
6469612	3	0.01	58.77	4	1	312.369
64699817	9	3.84	59.39	4	1	430.552
64723897	7	4.55	33.53	4	0	422.548
64746895	11	4.87	44.73	4	2	422.544
64791498	11	4.74	35.94	4	1	422.544
6479227	4	2.88	55.40	3	1	291.37
64805911	8	5.07	59.31	4	2	433.596
6481543	6	4.92	55.84	4	0	448.31
6482752	4	2.97	75.27	3	2	362.30
6484328	3	3.55	46.17	2	1	275.37
64843793	5	3.99	45.23	3	1	389.474
64920745	6	4.28	32.78	3	0	404.61
6493654	4	4.77	65.79	3	1	429.58
64937629	6	3.16	68.04	5	0	419.91
64974013	9	3.94	35.94	4	1	400.538
64978246	5	4.34	29.54	3	0	343.85
6498291	7	3.81	35.58	3	1	385.459
6499586	2	2.50	60.45	4	1	270.288
6499597	5	3.94	83.91	4	1	391.423
6505384	5	4.96	6.48	2	0	308.469
6507614	6	3.93	44.81	4	1	379.504
6511140	6	4.02	84.19	5	1	427.460
6511423	4	4.39	32.34	2	1	409.75
6511819	2	2.88	35.53	2	0	218.252
6512973	5	3.99	35.58	3	1	406.299
6513561	5	2.71	80.78	5	1	303.318
6513785	5	3.12	82.29	6	2	348.44
6516606	4	3.71	32.34	2	1	314.81
65167726	5	3.38	67.69	6	0	360.465
6519096	3	5.57	80.30	2	2	427.48
65200539	4	4.74	29.85	2	1	355.48
65245010	6	4.29	42.43	4	0	388.511
65260160	5	3.37	63.17	6	1	385.487
6527333	5	4.81	6.48	2	0	390.524
6528600	3	3.64	57.61	3	1	329.35
6530036	3	3.64	57.61	3	1	329.35
65304433	7	3.94	33.09	3	1	374.532
6531846	4	4.58	42.22	3	1	334.44
6531872	7	3.66	35.58	3	1	367.468
65324579	6	5.25	40.71	2	2	337.49
6533311	5	3.68	35.58	3	1	343.86
65340127	9	4.49	24.94	4	0	426.576
6536390	7	3.53	72.40	7	1	333.436
6537933	4	4.53	37.81	3	1	281.38
6541337	5	4.04	19.62	2	0	414.502
65428509	9	3.39	31.84	5	0	448.655
6543482	5	4.36	35.58	3	1	402.336
6545190	8	4.64	15.71	3	0	428.529
6549266	4	2.31	69.64	4	2	328.75
6558373	6	3.69	44.81	4	1	418.335
6558983	7	3.66	35.58	3	1	367.468
65594422	9	4.98	58.22	3	1	437.507
65601824	6	2.72	42.50	3	2	355.50
65608519	6	3.24	58.73	4	1	396.462
6562831	6	5.13	15.71	2	0	376.475
65636335	3	3.02	51.47	2	1	287.359
65644491	5	4.75	9.72	3	0	361.533
65651079	7	3.63	45.59	4	1	382.52
65675119	6	3.87	50.97	5	0	451.611
6569695	5	3.40	63.24	3	1	382.27
6574842	6	2.84	86.80	5	1	319.75
65759084	5	3.65	49.50	3	1	354.494
65795642	6	4.55	29.27	2	0	366.40
65800614	6	4.27	44.81	3	1	401.94
65826228	7	5.33	58.12	4	1	449.00
65832506	4	4.47	30.29	3	0	351.425
65849880	8	3.19	39.18	5	1	429.649
6586273	6	4.10	46.01	3	1	238.35
6589084	1	2.08	46.61	3	0	307.71
6591164	2	3.76	52.05	2	1	252.317
65914705	8	4.74	6.48	2	0	360.54
65917425	8	3.57	42.84	5	1	430.596
6592072	5	2.47	75.63	4	2	297.310
65933780	1	3.67	33.45	1	0	271.360
65937405	5	4.69	42.16	3	0	401.433
65955181	8	3.62	74.43	3	2	397.519
6595621	4	2.80	88.95	4	0	311.297
65977989	6	4.87	50.16	3	1	436.98
66036261	3	4.29	23.55	2	0	402.87
6603829	2	2.97	41.13	1	2	222.31
66068143	4	5.04	9.72	3	0	355.570
66091929	9	3.39	67.96	5	1	396.487
66121514	5	4.06	40.54	3	1	341.47
6612732	5	4.81	103.32	6	1	334.72
6612808	9	4.71	40.87	4	1	533.625
6613675	3	4.43	25.78	2	0	266.36
66141965	6	3.68	35.94	3	1	380.532
66163482	5	4.55	23.47	2	1	347.86
66171795	4	4.41	45.23	3	1	373.500
66176050	8	4.66	47.73	4	0	424.516
66176797	6	4.59	18.95	4	0	391.559
66184765	4	4.34	55.30	3	0	409.437
6620081	5	2.82	71.78	3	1	319.76
6624265	4	4.10	27.30	1	2	283.82
6624645	3	3.39	72.80	4	0	297.71
66248419	7	4.01	49.50	3	1	368.521
66249052	7	4.33	28.18	5	0	421.585
6626347	4	3.98	122.76	5	1	455.78
66265644	7	4.10	61.20	5	1	398.466
6628069	3	4.60	80.05	3	2	388.45
6628931	3	4.18	72.80	4	0	325.76
6629283	1	3.06	63.13	2	2	309.369
6630704	8	3.37	62.24	4	1	426.98
66310060	7	6.05	49.94	3	2	375.395
66318288	8	3.96	47.36	3	0	389.499
66361487	7	4.84	47.73	4	0	406.526
66450601	4	3.69	29.95	4	1	389.53
66475321	8	4.07	53.32	4	2	418.585
6648372	4	3.16	38.33	2	1	281.234
66489577	5	4.06	55.32	5	0	411.505
6652931	5	3.27	52.89	2	1	292.42
6653828	4	2.93	104.94	5	2	371.37
66564971	6	4.62	54.87	3	2	410.469
6657961	4	3.53	87.71	4	3	311.385
6659061	5	2.65	55.84	3	0	329.396
6663490	5	4.95	51.55	3	0	320.323
66640013	4	3.43	6.48	2	0	290.47
66669096	9	4.20	6.48	2	0	342.450
66704680	8	5.43	24.30	3	0	416.613
66721521	6	4.13	32.70	3	1	351.490
66731777	6	5.02	55.63	4	1	407.58
6680521	2	4.17	29.54	2	0	295.467
66806587	10	4.46	53.96	5	2	438.612
6682831	6	3.93	47.28	3	1	348.446
66856570	11	4.35	44.73	4	2	408.517
66877698	4	3.91	47.73	4	0	364.445
66938367	9	5.16	85.53	5	0	433.508
67064735	7	4.75	6.48	2	0	342.55
6708765	3	3.19	86.23	4	1	242.234
67089812	5	3.52	49.85	3	0	392.92
67134386	8	5.04	35.16	3	1	424.540
67136205	6	4.14	29.54	2	0	367.93
67146708	7	4.03	48.00	5	0	403.90
67161868	6	4.16	46.09	4	0	395.44
67176607	7	3.74	33.09	3	1	360.505
67188364	7	4.41	15.71	3	0	393.01
6718997	10	3.92	70.08	5	1	470.99
67220300	8	2.41	35.94	4	1	356.510
67236069	9	4.00	35.94	4	1	380.532
6729552	6	2.72	59.31	2	1	331.83
67309319	10	3.08	56.59	4	0	385.508
67335888	7	5.11	79.63	4	2	373.460
67350816	9	3.32	72.39	4	0	413.54
6739747	4	3.61	61.04	4	0	281.315
67414995	5	5.16	9.72	3	0	421.484
67415497	4	2.60	71.70	5	0	404.470
6744277	1	2.54	46.61	3	0	324.16
6750929	2	3.89	54.37	3	1	292.334
67517924	5	4.58	18.95	4	0	399.96
67537413	6	4.91	41.57	3	1	400.522
6756165	6	2.49	47.28	3	1	282.343
67572558	8	4.60	49.77	3	1	367.489
67612136	10	4.43	47.36	3	0	397.563
67614342	5	2.75	44.61	4	0	435.495
67650920	6	3.59	42.50	3	2	381.495
67653098	6	2.53	97.14	5	1	447.51
67653878	4	3.25	18.95	4	0	397.486
67663185	6	2.89	85.31	4	1	408.502
67688897	5	4.24	30.29	2	0	365.50
67698045	4	2.90	51.14	5	0	302.353
67701057	6	4.09	45.48	2	1	340.467
67773407	6	3.66	58.73	4	1	398.52
67838770	8	4.31	45.40	4	0	396.510
67926246	6	4.57	50.16	3	1	416.569
67947266	9	4.70	56.59	4	0	451.542
67971851	4	4.25	28.18	5	0	427.97
67983273	7	4.01	26.79	3	0	433.640
68024697	4	5.40	9.72	3	0	429.531
6804968	3	3.85	80.81	5	1	362.41
68051413	8	4.54	15.71	3	0	388.503
68071244	5	5.16	58.53	3	2	415.516
68074928	8	3.51	35.94	4	1	384.495
6811206	4	3.87	41.82	3	1	261.71
6816495	4	4.03	41.82	3	1	306.159
68167139	5	4.55	50.33	4	0	417.488
6817485	5	4.36	39.44	2	0	304.345
68194972	5	4.15	45.23	3	1	389.474
6821387	3	2.66	41.82	3	1	244.088
6821886	4	3.87	41.82	3	1	261.71
68227628	8	4.34	38.50	3	0	382.427
68231700	5	4.08	32.34	2	1	394.58
68253452	9	3.73	80.93	6	0	422.485
68267221	8	3.79	26.71	3	1	356.485
68286438	6	3.67	19.62	2	0	348.438
6829988	4	3.40	41.82	3	1	245.253
6831975	4	3.40	41.82	3	1	245.253
6832397	0	3.47	23.55	1	0	296.39
6832681	4	4.01	41.82	3	1	279.70
6837783	2	4.25	65.18	4	2	314.344
6843219	4	4.01	41.82	3	1	279.70
68464060	7	3.01	80.93	4	2	369.417
6847048	4	3.02	41.82	3	1	213.66
6849416	4	3.40	41.82	3	1	245.253
6852748	3	3.26	52.86	5	0	336.411
68553475	4	4.89	42.74	3	1	382.511
68555717	9	4.92	22.61	4	0	440.57
68581084	6	4.31	49.77	4	1	393.406
6862430	4	3.41	41.82	3	1	229.279
68627672	6	4.38	41.57	3	1	418.98
68645100	5	2.78	51.39	4	0	307.78
68655785	7	3.46	51.99	6	0	420.513
68656572	6	3.55	60.25	4	0	368.412
6866075	4	4.17	41.82	3	1	324.149
68660907	6	4.57	26.79	4	0	445.530
6871757	4	4.41	29.10	1	1	312.21
6874039	2	3.29	42.09	1	1	229.279
68761981	5	5.03	42.16	3	0	393.490
6876622	0	3.43	24.39	1	1	236.35
68844017	4	4.23	59.23	3	0	431.92
68890971	6	4.52	59.23	3	0	425.532
6889232	2	3.07	69.44	4	0	293.58
68935644	7	3.98	58.73	4	1	446.470
68977214	6	3.91	73.51	6	0	392.459
6903386	4	2.60	48.00	3	0	333.318
69055256	6	5.56	58.53	3	2	397.526
69066319	7	3.49	45.84	3	1	365.473
69068768	6	2.71	49.08	4	1	402.92
69075259	7	4.99	23.47	2	1	357.92
69166578	10	3.65	53.01	4	1	396.531
69180357	6	4.10	45.67	4	0	447.623
69186757	8	3.93	42.43	3	0	352.478
69207518	4	4.48	23.47	2	1	321.89
69226866	6	4.16	39.68	4	0	442.607
69245445	6	3.66	58.37	3	1	389.499
6925552	3	4.60	47.86	2	2	362.25
69296279	6	4.91	45.67	5	0	447.60
69360364	5	3.49	62.99	3	0	426.557
69365382	5	4.02	38.50	2	0	366.48
6945876	5	4.05	67.37	3	2	328.343
6946489	4	2.14	55.40	4	1	243.262
6948401	2	4.14	15.60	2	0	258.324
69535931	6	4.52	23.55	2	0	388.91
69579405	7	4.16	59.39	4	1	440.97
69638309	7	3.29	51.73	4	2	393.531
6967616	6	2.03	68.29	4	1	306.38
69676282	6	4.73	49.74	3	1	395.87
69706564	3	3.66	62.99	3	0	406.482
69717681	4	2.90	57.69	3	0	436.527
6977434	2	4.25	53.52	4	3	418.234
69776942	9	3.97	50.80	4	1	422.569
6984222	3	4.90	52.60	2	0	332.39
69882131	7	4.78	23.55	2	0	438.92
6989645	4	2.91	62.32	6	0	458.312
69931173	6	3.98	45.98	4	1	381.91
6997187	6	3.56	67.76	3	1	338.47
70001966	7	4.00	28.18	5	0	427.564
70009837	9	3.60	56.90	4	1	405.477
70023285	8	5.01	37.19	4	0	443.639
70050406	8	5.12	50.16	3	1	429.01
70070232	4	5.14	45.64	2	2	370.500
70077959	5	3.44	69.29	3	1	379.391
70125836	9	3.61	28.60	4	0	405.94
70194171	4	4.27	32.78	3	0	390.527
70230805	8	4.29	44.81	4	1	444.02
70286474	4	3.97	45.15	5	0	351.498
70291831	7	4.73	36.36	3	1	384.58
70317130	7	5.38	49.74	3	1	385.515
70360962	8	4.59	28.60	4	0	407.602
70364258	5	3.20	58.37	3	1	381.49
70368503	7	3.76	50.97	5	0	449.595
70418261	8	4.77	15.71	3	0	366.549
70430268	7	4.14	24.30	3	0	394.538
70432875	8	3.78	48.11	3	0	387.487
70488357	4	3.04	45.40	4	0	340.471
70516983	7	2.79	52.93	4	2	375.89
70550802	6	2.64	50.18	5	2	429.99
70581829	6	4.27	38.50	3	0	382.52
70594437	6	4.00	48.99	3	1	357.52
70607596	5	3.93	67.52	6	0	433.487
70693526	7	4.55	50.16	3	1	434.559
70694242	10	3.57	41.74	4	0	419.569
70744964	7	3.51	52.49	5	1	400.95
70752372	3	4.17	47.71	2	2	376.89
70775088	5	3.84	58.12	4	1	404.489
70789994	4	4.92	56.15	4	1	431.511
70819803	6	4.21	54.71	2	1	394.446
70843176	6	3.87	23.55	2	0	374.95
70875798	10	3.71	35.94	4	1	400.538
70897793	5	3.49	49.77	4	1	359.85
70944881	4	5.41	29.85	2	1	367.444
70945562	9	4.49	54.56	3	1	406.526
70978895	7	3.82	19.62	2	0	344.474
70982087	6	4.06	49.77	4	1	371.50
70983356	6	2.97	35.94	4	1	364.91
71018611	7	3.47	37.44	3	0	378.520
71060987	4	4.61	58.53	3	2	391.90
71090192	8	4.90	70.25	3	2	450.558
71123751	7	4.74	18.95	4	0	385.596
71148024	6	5.08	33.95	3	0	374.532
71165090	8	4.04	48.83	5	1	437.60
71171379	3	2.32	29.95	4	1	333.451
71180351	6	4.90	45.40	4	0	434.439
71276732	7	5.20	36.44	3	0	433.61
7128880	3	2.52	81.19	4	2	229.239
71354936	6	3.56	49.50	3	1	348.87
71528219	6	4.93	53.94	5	1	425.55
71537139	7	3.71	58.73	4	1	404.510
7159876	3	4.07	78.27	5	3	299.35
71659841	6	3.82	54.87	3	2	360.461
